# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_1.txt" "align/D45_1.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_1.bam
SCO2506	NC_003888.3	2705052	2705822	+	771	1601
SCO2507	NC_003888.3	2705836	2706738	+	903	1098
SCO2508	NC_003888.3	2706801	2707220	+	420	866
SCO2509	NC_003888.3	2707331	2708164	-	834	519
SCO2510	NC_003888.3	2708177	2708932	-	756	303
SCO2511	NC_003888.3	2708946	2709167	-	222	18
SCO2512	NC_003888.3	2709164	2709370	-	207	15
SCO2513	NC_003888.3	2709485	2710318	+	834	421
SCO2514	NC_003888.3	2710300	2710590	+	291	161
SCO2515	NC_003888.3	2710619	2711158	+	540	189
SCO2516	NC_003888.3	2711253	2712752	+	1500	57
SCO2517	NC_003888.3	2712740	2713423	-	684	114
SCO2518	NC_003888.3	2713432	2714775	-	1344	133
SCO2519	NC_003888.3	2714777	2716855	-	2079	327
SCO2520	NC_003888.3	2717003	2718136	-	1134	433
SCO2521	NC_003888.3	2718235	2719215	-	981	309
SCO2522	NC_003888.3	2719217	2720170	-	954	594
SCO2523	NC_003888.3	2720179	2721096	-	918	1065
SCO2524	NC_003888.3	2721099	2722943	-	1845	2090
SCO2525	NC_003888.3	2723027	2723800	-	774	2969
SCO2526	NC_003888.3	2724049	2724603	+	555	286
SCO2527	NC_003888.3	2724600	2725295	-	696	345
SCO2528	NC_003888.3	2725480	2727201	-	1722	2371
SCO2529	NC_003888.3	2727564	2728634	+	1071	5057
SCO2530	NC_003888.3	2728656	2728922	+	267	1120
SCO2531	NC_003888.3	2728980	2730326	+	1347	1534
SCO2532	NC_003888.3	2730432	2731511	+	1080	2298
SCO2533	NC_003888.3	2731524	2732021	+	498	710
SCO2534	NC_003888.3	2732018	2733322	+	1305	744
SCO2535	NC_003888.3	2733319	2733693	+	375	100
SCO2536	NC_003888.3	2733655	2735154	-	1500	77
SCO2537	NC_003888.3	2735261	2736145	+	885	181
SCO2538	NC_003888.3	2736142	2736540	+	399	406
SCO2539	NC_003888.3	2736597	2737559	+	963	1001
SCO2540	NC_003888.3	2737582	2738772	-	1191	703
SCO2541	NC_003888.3	2738852	2740222	-	1371	22
SCO2542	NC_003888.3	2740287	2741582	-	1296	9
SCO2543	NC_003888.3	2741579	2742547	-	969	17
SCO2544	NC_003888.3	2742662	2743459	+	798	153
SCO2545	NC_003888.3	2743633	2744982	+	1350	382
SCO2546	NC_003888.3	2745002	2746024	-	1023	247
SCO2547	NC_003888.3	2746021	2746926	-	906	602
SCO2548	NC_003888.3	2746955	2747308	-	354	791
SCO2549	NC_003888.3	2747664	2750867	-	3204	1152
SCO2550	NC_003888.3	2750935	2751450	-	516	190
SCO2551	NC_003888.3	2751556	2751900	+	345	45
SCO2552	NC_003888.3	2751941	2752690	-	750	272
SCO2553	NC_003888.3	2752687	2753781	-	1095	648
SCO2554	NC_003888.3	2753870	2755006	-	1137	1363
SCO2555	NC_003888.3	2755007	2756023	-	1017	1634
SCO2556	NC_003888.3	2756208	2756951	+	744	70
SCO2557	NC_003888.3	2756986	2757810	+	825	549
SCO2558	NC_003888.3	2757788	2758462	-	675	299
SCO2559	NC_003888.3	2758482	2759789	-	1308	290
SCO2560	NC_003888.3	2759799	2762177	-	2379	1958
SCO2561	NC_003888.3	2762403	2764346	-	1944	515
SCO2562	NC_003888.3	2764588	2766456	-	1869	1513
SCO2563	NC_003888.3	2766694	2766960	+	267	2248
SCO2564	NC_003888.3	2767268	2768278	-	1011	760
SCO2565	NC_003888.3	2768323	2768544	-	222	48
SCO2566	NC_003888.3	2768600	2769481	-	882	100
SCO2567	NC_003888.3	2769878	2772445	-	2568	37
SCO2568	NC_003888.3	2772442	2773509	-	1068	64
SCO2569	NC_003888.3	2773654	2774499	-	846	330
SCO2570	NC_003888.3	2774591	2775367	-	777	637
SCO2571	NC_003888.3	2775536	2778436	-	2901	2708
SCO2572	NC_003888.3	2778973	2780259	+	1287	258
SCO2573	NC_003888.3	2780292	2781866	+	1575	972
SCOt14	NC_003888.3	2781922	2781994	-	73	0
SCO2574	NC_003888.3	2782151	2782384	-	234	34
SCO2575	NC_003888.3	2782388	2782615	-	228	371
SCOt15	NC_003888.3	2782760	2782835	-	76	1
SCO2576	NC_003888.3	2782944	2783615	-	672	553
SCO2577	NC_003888.3	2783612	2784058	-	447	690
SCO2578	NC_003888.3	2784151	2785929	-	1779	732
SCO2579	NC_003888.3	2785946	2786662	-	717	505
SCO2580	NC_003888.3	2786722	2786889	-	168	176
SCO2581	NC_003888.3	2786987	2787181	-	195	178
SCO2582	NC_003888.3	2787290	2788498	+	1209	499
SCO2583	NC_003888.3	2788512	2789582	-	1071	483
SCO2584	NC_003888.3	2789669	2790355	-	687	1042
SCO2585	NC_003888.3	2790362	2791648	-	1287	941
SCO2586	NC_003888.3	2791720	2792250	-	531	388
SCO2587	NC_003888.3	2792386	2793510	-	1125	825
SCO2588	NC_003888.3	2794753	2796912	+	2160	1557
SCO2589	NC_003888.3	2797141	2799372	+	2232	1184
SCO2590	NC_003888.3	2799396	2802989	+	3594	1401
SCO2591	NC_003888.3	2803160	2804890	+	1731	973
SCO2592	NC_003888.3	2804967	2807795	-	2829	1513
SCO2593	NC_003888.3	2807802	2808791	-	990	509
SCO2594	NC_003888.3	2808791	2810599	-	1809	1214
SCO2595	NC_003888.3	2810811	2812247	-	1437	957
SCO2596	NC_003888.3	2812358	2812612	-	255	3136
SCO2597	NC_003888.3	2812627	2812947	-	321	6170
SCO2598	NC_003888.3	2813146	2814168	-	1023	204
SCO2599	NC_003888.3	2814360	2818382	-	4023	5553
SCO2600	NC_003888.3	2818657	2819433	-	777	2715
SCO2601	NC_003888.3	2819482	2820558	-	1077	126
SCO2602	NC_003888.3	2820608	2822731	-	2124	329
SCO2603	NC_003888.3	2823656	2825212	+	1557	124
SCO2604	NC_003888.3	2825348	2826283	-	936	134
SCO2605	NC_003888.3	2826447	2827148	+	702	96
SCO2606	NC_003888.3	2827396	2829381	-	1986	947
SCO2607	NC_003888.3	2829460	2830656	-	1197	837
SCO2608	NC_003888.3	2830653	2832962	-	2310	2402
SCO2609	NC_003888.3	2833015	2833686	-	672	358
SCO2610	NC_003888.3	2833700	2834725	-	1026	1376
SCO2611	NC_003888.3	2834908	2835939	-	1032	5167
SCO2612	NC_003888.3	2836247	2836660	-	414	505
SCO2613	NC_003888.3	2836785	2837141	-	357	180
SCO2614	NC_003888.3	2837148	2838482	-	1335	1097
SCO2615	NC_003888.3	2838957	2841581	-	2625	3721
SCO2616	NC_003888.3	2841719	2842726	+	1008	676
SCO2617	NC_003888.3	2842798	2844084	-	1287	3377
SCO2618	NC_003888.3	2844276	2844986	-	711	2350
SCO2619	NC_003888.3	2845037	2845696	-	660	3278
SCO2620	NC_003888.3	2846000	2847406	-	1407	11649
SCOt16	NC_003888.3	2847576	2847652	-	77	87
SCOt17	NC_003888.3	2847816	2847889	+	74	44
SCO2621	NC_003888.3	2847983	2848177	-	195	381
SCO2622	NC_003888.3	2848812	2849981	+	1170	529
SCO2623	NC_003888.3	2849992	2850486	-	495	143
SCO2624	NC_003888.3	2850510	2851697	-	1188	424
SCO2625	NC_003888.3	2851911	2853152	+	1242	353
SCO2626	NC_003888.3	2853163	2854005	-	843	230
SCO2627	NC_003888.3	2854112	2854591	-	480	926
SCO2628	NC_003888.3	2854806	2856074	+	1269	74
SCO2629	NC_003888.3	2856104	2856250	+	147	5
SCO2630	NC_003888.3	2856329	2857072	-	744	234
SCO2631	NC_003888.3	2857300	2858685	+	1386	97
SCO2632	NC_003888.3	2858918	2859937	+	1020	226
SCO2633	NC_003888.3	2860089	2860730	+	642	3027
SCO2634	NC_003888.3	2860846	2861496	-	651	416
SCO2635	NC_003888.3	2861702	2864203	+	2502	1339
SCO2636	NC_003888.3	2864407	2865597	+	1191	325
SCO2637	NC_003888.3	2865913	2869209	+	3297	555
SCO2638	NC_003888.3	2869281	2870030	-	750	26
SCO2639	NC_003888.3	2870032	2870658	-	627	30
SCO2640	NC_003888.3	2870836	2871858	+	1023	2145
SCO2641	NC_003888.3	2871981	2873168	+	1188	1170
SCO2642	NC_003888.3	2873181	2873657	-	477	57
SCO2643	NC_003888.3	2873770	2876343	+	2574	2696
SCO2644	NC_003888.3	2876450	2877352	-	903	87
SCO2645	NC_003888.3	2877382	2878338	-	957	30
SCO2646	NC_003888.3	2878372	2879334	-	963	36
SCO2647	NC_003888.3	2879447	2879965	+	519	152
SCO2648	NC_003888.3	2880082	2880369	-	288	1491
SCO2649	NC_003888.3	2880455	2882590	-	2136	311
SCO2650	NC_003888.3	2882600	2882911	-	312	206
SCO2651	NC_003888.3	2883219	2883956	-	738	65
SCO2652	NC_003888.3	2884084	2884518	+	435	212
SCO2653	NC_003888.3	2884761	2885426	+	666	43
SCO2654	NC_003888.3	2885483	2886067	+	585	224
SCO2655	NC_003888.3	2886105	2886641	-	537	1071
SCO2656	NC_003888.3	2886859	2888085	+	1227	415
SCO2657	NC_003888.3	2888297	2889526	+	1230	192
SCO2658	NC_003888.3	2889601	2890938	+	1338	38
SCO2659	NC_003888.3	2890945	2891889	+	945	27
SCO2660	NC_003888.3	2891886	2892797	+	912	35
SCO2661	NC_003888.3	2892805	2894070	+	1266	117
SCO2662	NC_003888.3	2894115	2895032	+	918	37
SCO2663	NC_003888.3	2895262	2896551	+	1290	994
SCO2664	NC_003888.3	2896634	2897692	+	1059	594
SCO2665	NC_003888.3	2897763	2899097	+	1335	499
SCO2666	NC_003888.3	2899173	2901884	+	2712	853
SCO2667	NC_003888.3	2901888	2903336	+	1449	916
SCO2668	NC_003888.3	2903439	2904797	+	1359	368
SCO2669	NC_003888.3	2904844	2906658	+	1815	951
SCO2670	NC_003888.3	2906677	2907651	-	975	345
SCO2671	NC_003888.3	2907738	2908151	+	414	399
SCO2672	NC_003888.3	2908366	2911707	+	3342	182
SCO2673	NC_003888.3	2911856	2914579	+	2724	71
SCO2674	NC_003888.3	2914632	2915591	+	960	62
SCO2675	NC_003888.3	2915616	2916332	-	717	409
SCO2676	NC_003888.3	2916335	2916745	-	411	530
SCO2677	NC_003888.3	2916748	2918391	-	1644	3836
SCO2678	NC_003888.3	2918653	2919168	+	516	62
SCO2679	NC_003888.3	2919307	2919678	-	372	108
SCO2680	NC_003888.3	2920007	2920477	+	471	54
SCO2681	NC_003888.3	2920476	2922815	+	2340	384
SCO2682	NC_003888.3	2922880	2924292	-	1413	1349
SCO2683	NC_003888.3	2924515	2924985	-	471	386
SCO2684	NC_003888.3	2925258	2927738	-	2481	4308
SCO2685	NC_003888.3	2927742	2929349	-	1608	1459
SCOt18	NC_003888.3	2929681	2929756	+	76	180
SCO2686	NC_003888.3	2929823	2930839	-	1017	432
SCO2687	NC_003888.3	2931148	2931792	+	645	6
SCO2688	NC_003888.3	2931848	2932993	+	1146	43
SCO2689	NC_003888.3	2932990	2934117	+	1128	24
SCO2690	NC_003888.3	2934114	2935478	+	1365	35
SCO2691	NC_003888.3	2935475	2936632	+	1158	19
SCO2692	NC_003888.3	2936812	2938692	+	1881	24
SCO2693	NC_003888.3	2938689	2939690	+	1002	10
SCO2694	NC_003888.3	2939719	2940261	+	543	11
SCO2695	NC_003888.3	2940382	2941152	+	771	213
SCO2696	NC_003888.3	2941209	2942201	+	993	314
SCO2697	NC_003888.3	2942208	2942786	-	579	310
SCO2698	NC_003888.3	2942785	2942904	+	120	7
SCO2699	NC_003888.3	2943092	2943364	+	273	8768
SCO2700	NC_003888.3	2943456	2944322	-	867	871
SCO2701	NC_003888.3	2944306	2944875	-	570	1302
SCO2702	NC_003888.3	2944995	2945510	-	516	986
SCO2703	NC_003888.3	2945615	2945917	-	303	1231
SCO2704	NC_003888.3	2946094	2946828	-	735	6256
SCO2705	NC_003888.3	2947104	2947370	-	267	24937
SCO2706	NC_003888.3	2947584	2948894	+	1311	1166
SCO2707	NC_003888.3	2948891	2950345	+	1455	725
SCO2708	NC_003888.3	2950351	2951667	+	1317	724
SCO2709	NC_003888.3	2952033	2953604	+	1572	498
SCO2710	NC_003888.3	2953648	2954337	+	690	198
SCO2711	NC_003888.3	2954348	2955550	+	1203	358
SCO2712	NC_003888.3	2955547	2956266	+	720	334
SCO2713	NC_003888.3	2956263	2957411	+	1149	807
SCO2714	NC_003888.3	2957449	2958636	-	1188	2406
SCO2715	NC_003888.3	2958781	2960079	+	1299	310
SCO2716	NC_003888.3	2960170	2960928	-	759	24248
SCO2717	NC_003888.3	2961104	2961331	-	228	20837
SCO2718	NC_003888.3	2961619	2962014	-	396	65742
SCO2719	NC_003888.3	2962235	2962678	+	444	9189
SCO2720	NC_003888.3	2962767	2964695	-	1929	330
SCO2721	NC_003888.3	2964860	2966458	-	1599	126
SCO2722	NC_003888.3	2966690	2967589	-	900	164
SCO2723	NC_003888.3	2967586	2970186	-	2601	579
SCO2724	NC_003888.3	2970454	2971884	-	1431	43
SCO2725	NC_003888.3	2972229	2973086	+	858	597
SCO2726	NC_003888.3	2973144	2974646	-	1503	693
SCO2727	NC_003888.3	2974661	2975038	-	378	159
SCO2728	NC_003888.3	2975219	2975617	+	399	60
SCO2729	NC_003888.3	2975704	2976312	+	609	130
SCO2730	NC_003888.3	2976325	2976630	+	306	350
SCO2731	NC_003888.3	2976666	2978948	+	2283	1168
SCO2732	NC_003888.3	2978987	2979586	-	600	46
SCO2733	NC_003888.3	2979583	2980422	-	840	34
SCO2734	NC_003888.3	2980558	2981592	+	1035	70
SCO2735	NC_003888.3	2981644	2982126	+	483	125
SCO2736	NC_003888.3	2982769	2984058	-	1290	3721
SCO2737	NC_003888.3	2984296	2986557	-	2262	850
SCO2738	NC_003888.3	2986705	2986902	-	198	15
SCO2739	NC_003888.3	2986899	2987096	-	198	10
SCO2741	NC_003888.3	2987625	2988134	+	510	31
SCO2742	NC_003888.3	2988198	2989145	-	948	96
SCO2743	NC_003888.3	2989276	2989761	+	486	16
SCO2744	NC_003888.3	2989772	2990122	-	351	4
SCO2745	NC_003888.3	2990408	2991451	+	1044	71
SCO2746	NC_003888.3	2991448	2993001	+	1554	83
SCO2747	NC_003888.3	2992991	2994946	+	1956	89
SCO2748	NC_003888.3	2994994	2995914	+	921	97
SCO2749	NC_003888.3	2995911	2996300	+	390	35
SCO2750	NC_003888.3	2996489	2997352	-	864	48
SCO2751	NC_003888.3	2997349	2998515	-	1167	31
SCO2752	NC_003888.3	2998512	2999648	-	1137	56
SCO2753	NC_003888.3	2999879	3000925	+	1047	266
SCO2754	NC_003888.3	3001125	3001931	+	807	448
SCO2755	NC_003888.3	3001915	3002577	-	663	326
SCO2756	NC_003888.3	3002574	3003509	-	936	65
SCO2757	NC_003888.3	3003658	3004599	+	942	125
SCO2758	NC_003888.3	3004794	3006641	+	1848	1359
SCO2759	NC_003888.3	3006815	3008032	-	1218	236
SCO2760	NC_003888.3	3008299	3008949	+	651	81
SCO2761	NC_003888.3	3008987	3010411	-	1425	511
SCO2762	NC_003888.3	3010475	3010867	-	393	11
SCO2763	NC_003888.3	3010977	3014708	-	3732	760
SCO2764	NC_003888.3	3014808	3015818	-	1011	69
SCO2765	NC_003888.3	3015897	3016268	+	372	71
SCO2766	NC_003888.3	3016395	3017255	+	861	60
SCO2767	NC_003888.3	3017260	3019491	-	2232	305
SCO2768	NC_003888.3	3019488	3019907	-	420	265
SCO2769	NC_003888.3	3019967	3021661	-	1695	365
SCO2770	NC_003888.3	3021658	3022626	-	969	500
SCO2771	NC_003888.3	3022836	3023624	+	789	311
SCO2772	NC_003888.3	3023634	3024614	-	981	279
SCO2773	NC_003888.3	3024620	3025492	-	873	60
SCO2774	NC_003888.3	3025503	3026660	-	1158	193
SCO2775	NC_003888.3	3026790	3027416	-	627	394
SCO2776	NC_003888.3	3027514	3029130	+	1617	823
SCO2777	NC_003888.3	3029169	3031109	+	1941	873
SCO2778	NC_003888.3	3031106	3032059	+	954	517
SCO2779	NC_003888.3	3032065	3033225	+	1161	652
SCO2780	NC_003888.3	3033355	3034404	+	1050	742
SCO2781	NC_003888.3	3034632	3035477	+	846	138
SCO2782	NC_003888.3	3035641	3037083	+	1443	375
SCO2783	NC_003888.3	3037106	3038347	+	1242	264
SCO2784	NC_003888.3	3038344	3038898	+	555	75
SCO2785	NC_003888.3	3038895	3040682	+	1788	353
SCO2786	NC_003888.3	3040752	3042359	-	1608	419
SCO2787	NC_003888.3	3042474	3043370	+	897	85
SCO2788	NC_003888.3	3043459	3043716	+	258	124
SCO2789	NC_003888.3	3043786	3045603	+	1818	727
SCO2790	NC_003888.3	3045619	3046146	-	528	1567
SCO2791	NC_003888.3	3046452	3046763	-	312	57
SCO2792	NC_003888.3	3047135	3048331	+	1197	2689
SCO2793	NC_003888.3	3048673	3049275	+	603	673
SCOt19	NC_003888.3	3049397	3049469	+	73	16
SCO2794	NC_003888.3	3049837	3050892	-	1056	680
SCO2795	NC_003888.3	3051258	3052583	+	1326	538
SCO2796	NC_003888.3	3052589	3053602	+	1014	184
SCO2797	NC_003888.3	3053615	3054526	+	912	134
SCO2798	NC_003888.3	3054670	3056109	+	1440	166
SCO2799	NC_003888.3	3056184	3057653	-	1470	116
SCO2800	NC_003888.3	3057814	3059226	-	1413	255
SCO2801	NC_003888.3	3059223	3059936	-	714	191
SCO2802	NC_003888.3	3060038	3060619	+	582	247
SCO2803	NC_003888.3	3060648	3061517	-	870	144
SCO2804	NC_003888.3	3061566	3061961	-	396	225
SCO2805	NC_003888.3	3062230	3063669	+	1440	464
SCO2806	NC_003888.3	3063968	3064564	-	597	170
SCO2807	NC_003888.3	3064780	3065769	+	990	254
SCO2808	NC_003888.3	3065876	3066904	+	1029	360
SCO2809	NC_003888.3	3066931	3068574	+	1644	453
SCO2810	NC_003888.3	3068571	3069932	+	1362	431
SCO2811	NC_003888.3	3070230	3070556	-	327	75
SCO2812	NC_003888.3	3070648	3071898	+	1251	25
SCO2813	NC_003888.3	3071960	3072526	+	567	529
SCO2814	NC_003888.3	3072689	3073546	-	858	97
SCO2815	NC_003888.3	3073580	3074278	+	699	126
SCO2816	NC_003888.3	3074377	3075477	+	1101	180
SCO2817	NC_003888.3	3075453	3077357	-	1905	2388
SCO2818	NC_003888.3	3077642	3078952	+	1311	1357
SCOt20	NC_003888.3	3079125	3079198	-	74	11
SCO2819	NC_003888.3	3079189	3079803	-	615	614
SCO2820	NC_003888.3	3079945	3080292	-	348	275
SCO2821	NC_003888.3	3080444	3082009	-	1566	68
SCO2822	NC_003888.3	3082430	3083161	-	732	690
SCO2823	NC_003888.3	3083158	3084060	-	903	440
SCO2824	NC_003888.3	3084248	3085231	+	984	286
SCO2825	NC_003888.3	3085268	3086671	+	1404	277
SCO2826	NC_003888.3	3086692	3087165	+	474	92
SCO2827	NC_003888.3	3087146	3087649	-	504	113
SCO2828	NC_003888.3	3087748	3088677	+	930	63
SCO2829	NC_003888.3	3088674	3089375	+	702	16
SCO2830	NC_003888.3	3089372	3090022	+	651	31
SCO2831	NC_003888.3	3090012	3090797	+	786	20
SCO2832	NC_003888.3	3090880	3091737	+	858	378
SCOt21	NC_003888.3	3091827	3091900	+	74	2
SCO2833	NC_003888.3	3091946	3092551	-	606	353
SCO2834	NC_003888.3	3092672	3093823	-	1152	1052
SCO2835	NC_003888.3	3093880	3094941	-	1062	2226
SCOt22	NC_003888.3	3095139	3095215	+	77	9
SCO2836	NC_003888.3	3095506	3097467	+	1962	920
SCO2837	NC_003888.3	3097464	3099401	+	1938	841
SCO2838	NC_003888.3	3099502	3100500	-	999	592
SCO2839	NC_003888.3	3100609	3101196	-	588	22
SCO2840	NC_003888.3	3101313	3102206	+	894	430
SCO2841	NC_003888.3	3102196	3102936	-	741	1892
SCO2842	NC_003888.3	3102939	3103493	-	555	2268
SCO2843	NC_003888.3	3103597	3104376	-	780	508
SCO2844	NC_003888.3	3104452	3104547	-	96	2
SCO2845	NC_003888.3	3104547	3104891	-	345	12
SCO2846	NC_003888.3	3105013	3106233	-	1221	80
SCO2847	NC_003888.3	3106290	3107372	+	1083	251
SCO2848	NC_003888.3	3107369	3107845	+	477	88
SCO2849	NC_003888.3	3107953	3108825	+	873	434
SCO2850	NC_003888.3	3109095	3109952	-	858	259
SCO2851	NC_003888.3	3110120	3110833	-	714	15
SCO2852	NC_003888.3	3110947	3111282	-	336	100
SCO2853	NC_003888.3	3111340	3111894	-	555	104
SCO2854	NC_003888.3	3111998	3113431	+	1434	11
SCO2855	NC_003888.3	3113643	3114659	+	1017	514
SCO2856	NC_003888.3	3114765	3115223	+	459	149
SCO2857	NC_003888.3	3115344	3115688	-	345	35
SCO2858	NC_003888.3	3115703	3115960	-	258	58
SCO2859	NC_003888.3	3115957	3116334	-	378	100
SCO2860	NC_003888.3	3116521	3116931	-	411	342
SCO2861	NC_003888.3	3117159	3117881	+	723	7
SCO2862	NC_003888.3	3117978	3118211	-	234	143
SCO2863	NC_003888.3	3118362	3121199	+	2838	678
SCO2864	NC_003888.3	3121344	3121892	-	549	79
SCO2865	NC_003888.3	3122091	3122933	+	843	188
SCO2866	NC_003888.3	3123223	3123477	+	255	87
SCO2867	NC_003888.3	3123679	3123906	+	228	75
SCO2868	NC_003888.3	3123914	3124393	+	480	71
SCO2869	NC_003888.3	3124417	3125262	+	846	41
SCO2870	NC_003888.3	3125334	3125630	+	297	6
SCO2871	NC_003888.3	3125634	3126614	+	981	36
SCO2872	NC_003888.3	3126611	3127843	+	1233	91
SCO2873	NC_003888.3	3127894	3128439	-	546	43
SCO2874	NC_003888.3	3128619	3129590	-	972	31
SCO2875	NC_003888.3	3129670	3130077	+	408	58
SCO2876	NC_003888.3	3130105	3130731	+	627	222
SCO2877	NC_003888.3	3130825	3131211	+	387	174
SCO2878	NC_003888.3	3131350	3133899	+	2550	154
SCO2879	NC_003888.3	3134618	3136273	+	1656	541
SCO2880	NC_003888.3	3136276	3136698	+	423	132
SCO2881	NC_003888.3	3136695	3137048	+	354	135
SCO2882	NC_003888.3	3137116	3137664	+	549	131
SCO2883	NC_003888.3	3137661	3138893	+	1233	266
SCO2884	NC_003888.3	3138905	3140131	+	1227	640
SCO2885	NC_003888.3	3140184	3140657	-	474	346
SCO2886	NC_003888.3	3140760	3141644	-	885	214
SCO2887	NC_003888.3	3141805	3142107	+	303	202
SCO2888	NC_003888.3	3142123	3142482	-	360	392
SCO2889	NC_003888.3	3142528	3144042	-	1515	1794
SCO2892	NC_003888.3	3145726	3147090	+	1365	1765
SCO2893	NC_003888.3	3147118	3147951	-	834	335
SCO2894	NC_003888.3	3147985	3149049	-	1065	42
SCO2895	NC_003888.3	3149058	3149945	-	888	22
SCO2896	NC_003888.3	3149938	3150744	-	807	123
SCO2897	NC_003888.3	3151125	3153395	+	2271	1959
SCO2898	NC_003888.3	3153389	3153709	-	321	233
SCO2899	NC_003888.3	3153870	3154226	-	357	628
SCO2900	NC_003888.3	3154250	3154582	-	333	423
SCO2901	NC_003888.3	3154677	3155144	+	468	565
SCOt23	NC_003888.3	3155187	3155273	+	87	11
SCO2902	NC_003888.3	3155290	3155892	-	603	371
SCO2903	NC_003888.3	3155939	3156343	-	405	187
SCO2904	NC_003888.3	3156501	3157238	-	738	452
SCO2905	NC_003888.3	3157315	3157548	-	234	501
SCO2906	NC_003888.3	3157707	3159002	+	1296	349
SCO2907	NC_003888.3	3159229	3160479	+	1251	51
SCO2908	NC_003888.3	3160574	3161326	-	753	650
SCO2909	NC_003888.3	3161531	3161698	+	168	19
SCO2910	NC_003888.3	3161747	3162697	-	951	972
SCO2911	NC_003888.3	3162704	3162982	-	279	485
SCO2912	NC_003888.3	3163082	3163225	-	144	137
SCO2913	NC_003888.3	3163257	3163679	-	423	311
SCO2914	NC_003888.3	3163847	3165274	-	1428	608
SCO2915	NC_003888.3	3165626	3166234	-	609	566
SCO2916	NC_003888.3	3166288	3166605	-	318	896
SCO2917	NC_003888.3	3166796	3168142	+	1347	568
SCO2918	NC_003888.3	3168248	3168835	+	588	748
SCO2919	NC_003888.3	3168848	3169192	-	345	797
SCO2920	NC_003888.3	3169339	3171684	-	2346	1103
SCO2921	NC_003888.3	3172118	3172417	+	300	1297
SCO2922	NC_003888.3	3172431	3172877	-	447	2223
SCO2923	NC_003888.3	3173314	3173988	-	675	242
SCO2924	NC_003888.3	3175140	3175568	+	429	68
SCO2925	NC_003888.3	3175582	3177048	-	1467	442
SCO2926	NC_003888.3	3177221	3178576	+	1356	704
SCO2927	NC_003888.3	3178620	3179765	-	1146	722
SCO2928	NC_003888.3	3179891	3180382	+	492	376
SCO2929	NC_003888.3	3180504	3181553	-	1050	2877
SCO2930	NC_003888.3	3181757	3182404	+	648	1027
SCO2931	NC_003888.3	3182412	3183686	+	1275	2029
SCO2932	NC_003888.3	3183683	3184555	+	873	1022
SCO2933	NC_003888.3	3184552	3185520	+	969	1333
SCO2934	NC_003888.3	3185545	3186324	-	780	528
SCO2935	NC_003888.3	3186380	3187042	-	663	443
SCO2936	NC_003888.3	3187344	3189140	-	1797	686
SCO2937	NC_003888.3	3189296	3190747	-	1452	232
SCO2938	NC_003888.3	3191138	3192148	+	1011	195
SCO2939	NC_003888.3	3192115	3192897	-	783	436
SCO2940	NC_003888.3	3192991	3195312	-	2322	1304
SCO2941	NC_003888.3	3195309	3197630	-	2322	2308
SCO2942	NC_003888.3	3197627	3198547	-	921	842
SCO2943	NC_003888.3	3198763	3200400	-	1638	239
SCO2944	NC_003888.3	3200405	3201250	-	846	52
SCO2945	NC_003888.3	3201247	3202197	-	951	59
SCO2946	NC_003888.3	3202209	3203507	-	1299	99
SCO2947	NC_003888.3	3203751	3204044	-	294	750
SCO2948	NC_003888.3	3204066	3204647	-	582	649
SCO2949	NC_003888.3	3204872	3206218	+	1347	620
SCO2950	NC_003888.3	3206403	3206684	-	282	7669
SCO2951	NC_003888.3	3207037	3208452	-	1416	1684
SCO2952	NC_003888.3	3208887	3211121	-	2235	705
SCO2953	NC_003888.3	3211306	3212094	-	789	1144
SCO2954	NC_003888.3	3212154	3212738	-	585	1251
SCO2955	NC_003888.3	3212863	3213453	-	591	35
SCO2956	NC_003888.3	3213669	3214232	+	564	13
SCO2957	NC_003888.3	3214479	3215057	-	579	20
SCO2958	NC_003888.3	3215125	3216312	-	1188	105
SCO2959	NC_003888.3	3216421	3217779	-	1359	117
SCO2960	NC_003888.3	3217912	3218859	-	948	369
SCO2961	NC_003888.3	3218973	3220178	-	1206	379
SCO2962	NC_003888.3	3220316	3222520	-	2205	774
SCO2963	NC_003888.3	3222520	3224004	-	1485	1616
SCO2964	NC_003888.3	3224084	3225055	-	972	138
SCO2965	NC_003888.3	3225334	3226434	+	1101	575
SCOs02	NC_003888.3	3226540	3226936	-	397	205988
SCO2966	NC_003888.3	3227050	3227529	-	480	763
SCO2967	NC_003888.3	3227576	3228700	-	1125	620
SCO2968	NC_003888.3	3228832	3229749	-	918	514
SCO2969	NC_003888.3	3229793	3230482	-	690	678
SCO2970	NC_003888.3	3230696	3230890	+	195	813
SCO2971	NC_003888.3	3231048	3231839	-	792	2938
SCO2972	NC_003888.3	3232165	3233271	-	1107	1784
SCO2973	NC_003888.3	3233349	3234602	-	1254	530
SCO2974	NC_003888.3	3234708	3236339	-	1632	1172
SCO2975	NC_003888.3	3236737	3240774	+	4038	4519
SCO2976	NC_003888.3	3240815	3241444	-	630	208
SCO2977	NC_003888.3	3241532	3242731	+	1200	442
SCO2978	NC_003888.3	3242925	3244322	+	1398	295
SCO2979	NC_003888.3	3244399	3245682	+	1284	204
SCO2980	NC_003888.3	3245679	3246596	+	918	67
