# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-P" "-B" "-a" "/home/duc/dbMisc/M145.gff" "-t" "gene" "-g" "locus_tag" "--minOverlap" "20" "--fracOverlap" "0.25" "-o" "gene_counts_filtered/D45_3.txt" "align/D45_3.bam" 
Geneid	Chr	Start	End	Strand	Length	align/D45_3.bam
SCO2026	NC_003888.3	2171840	2176384	-	4545	5679
SCO2027	NC_003888.3	2176826	2177557	-	732	306
SCO2028	NC_003888.3	2177792	2179321	+	1530	1213
SCO2029	NC_003888.3	2179318	2180595	+	1278	273
SCO2030	NC_003888.3	2180592	2181770	+	1179	302
SCO2031	NC_003888.3	2181758	2183161	+	1404	166
SCO2032	NC_003888.3	2183119	2184333	+	1215	392
SCO2033	NC_003888.3	2184330	2185154	+	825	331
SCO2034	NC_003888.3	2185228	2186259	-	1032	2685
SCO2035	NC_003888.3	2186336	2187163	-	828	2411
SCO2036	NC_003888.3	2187211	2188026	-	816	713
SCO2037	NC_003888.3	2188023	2189306	-	1284	1430
SCO2038	NC_003888.3	2189421	2189612	-	192	546
SCO2039	NC_003888.3	2189633	2190442	-	810	2807
SCO2040	NC_003888.3	2190560	2191006	-	447	949
SCO2041	NC_003888.3	2191109	2191360	-	252	2197
SCO2042	NC_003888.3	2191505	2192140	-	636	674
SCO2043	NC_003888.3	2192224	2193732	-	1509	680
SCO2044	NC_003888.3	2193744	2194130	-	387	195
SCO2045	NC_003888.3	2194212	2194847	+	636	2123
SCO2046	NC_003888.3	2194858	2196012	-	1155	1040
SCO2047	NC_003888.3	2196122	2196709	-	588	240
SCO2048	NC_003888.3	2196793	2197548	-	756	979
SCO2049	NC_003888.3	2197545	2197949	-	405	621
SCO2050	NC_003888.3	2197966	2198688	-	723	1149
SCO2051	NC_003888.3	2198706	2199374	-	669	758
SCO2052	NC_003888.3	2199539	2200132	-	594	890
SCO2053	NC_003888.3	2200129	2201238	-	1110	1209
SCO2054	NC_003888.3	2201235	2202560	-	1326	2137
SCO2055	NC_003888.3	2202760	2204337	+	1578	1248
SCO2056	NC_003888.3	2204605	2205735	+	1131	169
SCO2057	NC_003888.3	2205747	2206487	+	741	442
SCO2058	NC_003888.3	2206501	2207010	+	510	309
SCO2059	NC_003888.3	2207142	2207858	-	717	498
SCO2060	NC_003888.3	2207893	2208813	-	921	255
SCO2061	NC_003888.3	2208825	2209799	-	975	584
SCO2062	NC_003888.3	2209967	2211178	-	1212	2093
SCO2063	NC_003888.3	2211403	2211570	+	168	2219
SCO2064	NC_003888.3	2211637	2215176	-	3540	2909
SCO2065	NC_003888.3	2215379	2216719	+	1341	493
SCO2066	NC_003888.3	2216806	2217516	+	711	649
SCO2067	NC_003888.3	2217614	2218414	+	801	612
SCO2068	NC_003888.3	2218545	2220200	+	1656	604
SCO2069	NC_003888.3	2220185	2220775	-	591	451
SCO2070	NC_003888.3	2220881	2222029	+	1149	417
SCO2071	NC_003888.3	2222051	2223637	-	1587	493
SCO2072	NC_003888.3	2223726	2224208	-	483	160
SCO2073	NC_003888.3	2224211	2225155	-	945	1205
SCO2074	NC_003888.3	2225281	2225895	-	615	1998
SCO2075	NC_003888.3	2225964	2226683	-	720	4483
SCO2076	NC_003888.3	2227237	2230380	+	3144	1850
SCO2077	NC_003888.3	2230582	2231778	-	1197	11287
SCO2078	NC_003888.3	2231834	2232118	-	285	2799
SCO2079	NC_003888.3	2232200	2232841	-	642	5036
SCO2080	NC_003888.3	2232970	2233689	-	720	809
SCO2081	NC_003888.3	2233696	2234424	-	729	1308
SCO2082	NC_003888.3	2234421	2235620	-	1200	11130
SCO2083	NC_003888.3	2235909	2236703	-	795	562
SCO2084	NC_003888.3	2236729	2237823	-	1095	1605
SCO2085	NC_003888.3	2237830	2239200	-	1371	1194
SCO2086	NC_003888.3	2239278	2240693	-	1416	1289
SCO2087	NC_003888.3	2240702	2241793	-	1092	1247
SCO2088	NC_003888.3	2241793	2243208	-	1416	2881
SCO2089	NC_003888.3	2243269	2244789	-	1521	2367
SCO2090	NC_003888.3	2244997	2246961	-	1965	954
SCO2091	NC_003888.3	2246958	2247578	-	621	439
SCO2092	NC_003888.3	2247685	2248617	-	933	771
SCO2093	NC_003888.3	2249114	2249617	+	504	2442
SCO2094	NC_003888.3	2249934	2250947	+	1014	2913
SCO2095	NC_003888.3	2250944	2252308	+	1365	1335
SCO2096	NC_003888.3	2252305	2254698	+	2394	1835
SCO2097	NC_003888.3	2254850	2255257	-	408	7414
SCO2098	NC_003888.3	2255534	2256349	-	816	959
SCO2099	NC_003888.3	2256540	2257046	+	507	1752
SCO2100	NC_003888.3	2257287	2257916	+	630	2003
SCO2101	NC_003888.3	2258402	2259922	+	1521	668
SCO2102	NC_003888.3	2259944	2260936	-	993	2076
SCO2103	NC_003888.3	2260993	2261916	-	924	1919
SCO2104	NC_003888.3	2262055	2262726	-	672	595
SCO2105	NC_003888.3	2262881	2263246	-	366	1271
SCO2106	NC_003888.3	2263288	2264511	-	1224	387
SCO2107	NC_003888.3	2264828	2266033	+	1206	846
SCO2108	NC_003888.3	2266030	2266230	+	201	112
SCO2109	NC_003888.3	2266233	2267027	+	795	403
SCO2110	NC_003888.3	2267186	2269189	+	2004	2917
SCO2111	NC_003888.3	2269374	2270258	+	885	293
SCO2112	NC_003888.3	2270305	2270952	-	648	802
SCO2113	NC_003888.3	2271144	2271647	+	504	2969
SCO2114	NC_003888.3	2271664	2271915	-	252	2044
SCO2115	NC_003888.3	2272073	2273425	-	1353	3176
SCO2116	NC_003888.3	2273596	2276427	+	2832	1225
SCO2117	NC_003888.3	2276703	2278607	+	1905	400
SCO2118	NC_003888.3	2278559	2279554	-	996	1067
SCO2119	NC_003888.3	2279638	2280666	-	1029	163
SCO2120	NC_003888.3	2280718	2281365	-	648	292
SCO2121	NC_003888.3	2281433	2282674	-	1242	583
SCO2122	NC_003888.3	2282715	2283503	-	789	714
SCO2123	NC_003888.3	2283639	2284442	+	804	571
SCO2124	NC_003888.3	2284435	2285052	+	618	819
SCO2125	NC_003888.3	2285077	2285838	-	762	313
SCO2126	NC_003888.3	2285983	2286936	-	954	2194
SCO2127	NC_003888.3	2286991	2287566	-	576	1101
SCO2128	NC_003888.3	2287637	2288911	-	1275	241
SCO2129	NC_003888.3	2289023	2289457	-	435	675
SCO2130	NC_003888.3	2289595	2290392	-	798	142
SCO2131	NC_003888.3	2290703	2292499	+	1797	435
SCO2132	NC_003888.3	2292487	2293725	-	1239	619
SCO2133	NC_003888.3	2293882	2295147	+	1266	1723
SCO2134	NC_003888.3	2295175	2296332	-	1158	969
SCO2135	NC_003888.3	2296454	2297470	-	1017	3160
SCO2136	NC_003888.3	2297707	2298750	-	1044	368
SCO2137	NC_003888.3	2298982	2300325	-	1344	697
SCO2138	NC_003888.3	2300388	2300627	-	240	337
SCO2139	NC_003888.3	2300785	2301555	+	771	244
SCO2140	NC_003888.3	2301552	2301833	+	282	564
SCO2141	NC_003888.3	2301983	2302306	+	324	369
SCO2142	NC_003888.3	2302365	2303729	+	1365	124
SCO2143	NC_003888.3	2303726	2304391	+	666	29
SCO2144	NC_003888.3	2304481	2305890	+	1410	30
SCO2145	NC_003888.3	2305901	2307199	+	1299	91
SCO2146	NC_003888.3	2307076	2308506	-	1431	876
SCO2147	NC_003888.3	2308851	2309915	-	1065	895
SCO2148	NC_003888.3	2310047	2311684	-	1638	9040
SCO2149	NC_003888.3	2311681	2312742	-	1062	8804
SCO2150	NC_003888.3	2312739	2313548	-	810	8455
SCO2151	NC_003888.3	2313623	2314243	-	621	4726
SCO2152	NC_003888.3	2314453	2314854	+	402	2680
SCO2153	NC_003888.3	2314942	2316216	-	1275	15023
SCO2154	NC_003888.3	2316363	2316761	-	399	2074
SCO2155	NC_003888.3	2316758	2318494	-	1737	10524
SCO2156	NC_003888.3	2318491	2319450	-	960	8451
SCO2157	NC_003888.3	2319777	2321159	+	1383	994
SCO2158	NC_003888.3	2321282	2322298	-	1017	1127
SCO2159	NC_003888.3	2322389	2322598	+	210	499
SCO2160	NC_003888.3	2322715	2324265	+	1551	1916
SCO2161	NC_003888.3	2324368	2324724	-	357	5549
SCO2162	NC_003888.3	2325064	2326248	+	1185	2169
SCO2164	NC_003888.3	2326327	2329452	-	3126	1070
SCO2165	NC_003888.3	2329632	2330315	-	684	306
SCO2166	NC_003888.3	2330312	2331562	-	1251	882
SCO2167	NC_003888.3	2331727	2332011	-	285	1815
SCO2168	NC_003888.3	2332033	2332812	-	780	4357
SCO2169	NC_003888.3	2332994	2333749	+	756	934
SCO2170	NC_003888.3	2333833	2334534	+	702	514
SCO2171	NC_003888.3	2334636	2335724	+	1089	2786
SCO2172	NC_003888.3	2335755	2336003	-	249	944
SCO2173	NC_003888.3	2336218	2337411	+	1194	929
SCO2174	NC_003888.3	2337400	2338170	-	771	554
SCO2175	NC_003888.3	2338274	2339347	+	1074	566
SCO2176	NC_003888.3	2339770	2340510	-	741	202
SCO2177	NC_003888.3	2340571	2341353	+	783	77
SCO2178	NC_003888.3	2341371	2342219	-	849	150
SCO2179	NC_003888.3	2342474	2344027	+	1554	3401
SCO2180	NC_003888.3	2344272	2345732	+	1461	12222
SCO2181	NC_003888.3	2345796	2347568	+	1773	12084
SCO2182	NC_003888.3	2347778	2348401	+	624	878
SCO2183	NC_003888.3	2348740	2351439	+	2700	4738
SCO2184	NC_003888.3	2351510	2352493	+	984	226
SCO2185	NC_003888.3	2352501	2352923	+	423	16
SCO2186	NC_003888.3	2352920	2353624	+	705	991
SCO2187	NC_003888.3	2353659	2354585	-	927	1979
SCO2188	NC_003888.3	2355010	2355858	+	849	227
SCO2189	NC_003888.3	2355882	2356391	-	510	253
SCO2190	NC_003888.3	2356470	2357579	+	1110	606
SCO2191	NC_003888.3	2357793	2359196	+	1404	727
SCO2192	NC_003888.3	2359257	2360720	-	1464	1467
SCO2193	NC_003888.3	2360955	2361752	+	798	1053
SCO2194	NC_003888.3	2361907	2362860	+	954	1703
SCO2195	NC_003888.3	2363105	2363320	+	216	531
SCO2196	NC_003888.3	2363402	2364106	+	705	2442
SCO2197	NC_003888.3	2364217	2364684	-	468	387
SCO2198	NC_003888.3	2364905	2366314	+	1410	8141
SCO2199	NC_003888.3	2366476	2366745	+	270	181
SCO2200	NC_003888.3	2366795	2367634	-	840	323
SCO2201	NC_003888.3	2367728	2368099	+	372	367
SCO2202	NC_003888.3	2368178	2369092	+	915	654
SCO2203	NC_003888.3	2369102	2369680	+	579	261
SCO2204	NC_003888.3	2369767	2370954	+	1188	2164
SCO2205	NC_003888.3	2371009	2371323	-	315	4979
SCO2206	NC_003888.3	2371456	2371857	+	402	277
SCO2207	NC_003888.3	2371976	2372671	+	696	2604
SCO2208	NC_003888.3	2372674	2373546	-	873	1417
SCO2209	NC_003888.3	2373658	2374182	+	525	214
SCO2210	NC_003888.3	2374319	2375350	+	1032	420
SCO2211	NC_003888.3	2375406	2376335	+	930	707
SCO2212	NC_003888.3	2376423	2376545	+	123	182
SCO2213	NC_003888.3	2376676	2377257	+	582	203
SCO2214	NC_003888.3	2377262	2378362	+	1101	129
SCO2215	NC_003888.3	2378415	2379692	+	1278	128
SCO2216	NC_003888.3	2379677	2380330	+	654	185
SCO2217	NC_003888.3	2380490	2381995	+	1506	4087
SCO2218	NC_003888.3	2382072	2382518	-	447	370
SCO2219	NC_003888.3	2382545	2383162	+	618	513
SCO2220	NC_003888.3	2383230	2385161	+	1932	3553
SCO2221	NC_003888.3	2385265	2386155	+	891	187
SCO2222	NC_003888.3	2386152	2387246	+	1095	48
SCO2223	NC_003888.3	2387313	2388005	+	693	76
SCO2224	NC_003888.3	2388002	2388466	+	465	199
SCO2225	NC_003888.3	2388485	2388844	-	360	358
SCO2226	NC_003888.3	2388900	2394296	-	5397	247
SCO2227	NC_003888.3	2394422	2394982	-	561	44
SCO2228	NC_003888.3	2395074	2396807	-	1734	354
SCO2229	NC_003888.3	2396944	2397855	-	912	155
SCO2230	NC_003888.3	2397869	2398873	-	1005	287
SCO2231	NC_003888.3	2398988	2400259	-	1272	1212
SCO2232	NC_003888.3	2400651	2401685	+	1035	777
SCO2233	NC_003888.3	2401780	2402643	+	864	884
SCO2234	NC_003888.3	2402769	2405768	-	3000	3151
SCO2235	NC_003888.3	2405942	2406205	+	264	2924
SCO2236	NC_003888.3	2406202	2406456	+	255	3411
SCO2237	NC_003888.3	2406519	2406965	+	447	2753
SCO2238	NC_003888.3	2406988	2408829	-	1842	3518
SCO2239	NC_003888.3	2408840	2409466	-	627	200
SCO2240	NC_003888.3	2409463	2410131	-	669	378
SCO2241	NC_003888.3	2410423	2411784	+	1362	1196
SCO2242	NC_003888.3	2411818	2412264	-	447	154
SCO2243	NC_003888.3	2412355	2412933	+	579	272
SCO2244	NC_003888.3	2412958	2415018	-	2061	437
SCO2245	NC_003888.3	2415027	2415236	-	210	86
SCO2246	NC_003888.3	2415308	2416084	-	777	254
SCO2247	NC_003888.3	2416129	2416314	-	186	6
SCO2248	NC_003888.3	2416596	2417093	+	498	1043
SCO2249	NC_003888.3	2417492	2417722	+	231	304
SCO2250	NC_003888.3	2417879	2418706	+	828	325
SCO2251	NC_003888.3	2418753	2419427	+	675	430
SCO2252	NC_003888.3	2419411	2419632	-	222	104
SCO2253	NC_003888.3	2419629	2420483	-	855	493
SCO2254	NC_003888.3	2420563	2421804	-	1242	52
SCO2255	NC_003888.3	2421926	2422978	-	1053	780
SCO2256	NC_003888.3	2423298	2424173	+	876	976
SCO2257	NC_003888.3	2424293	2425390	+	1098	1036
SCO2258	NC_003888.3	2425387	2426211	+	825	571
SCO2259	NC_003888.3	2426233	2430237	-	4005	1871
SCO2260	NC_003888.3	2430388	2431185	+	798	226
SCO2261	NC_003888.3	2431192	2431449	-	258	106
SCO2262	NC_003888.3	2431446	2432165	-	720	559
SCO2263	NC_003888.3	2432297	2432911	+	615	341
SCO2264	NC_003888.3	2433311	2434606	+	1296	863
SCO2265	NC_003888.3	2434607	2434885	-	279	377
SCO2266	NC_003888.3	2434908	2435765	+	858	687
SCO2267	NC_003888.3	2435930	2436577	+	648	6835
SCO2268	NC_003888.3	2436593	2437237	-	645	2102
SCO2269	NC_003888.3	2437246	2438073	-	828	1475
SCO2270	NC_003888.3	2438127	2439746	-	1620	1696
SCO2271	NC_003888.3	2439787	2441220	-	1434	894
SCO2272	NC_003888.3	2441324	2442376	+	1053	683
SCO2273	NC_003888.3	2442373	2443464	+	1092	220
SCO2274	NC_003888.3	2443461	2444303	+	843	256
SCO2275	NC_003888.3	2444536	2445690	+	1155	834
SCO2276	NC_003888.3	2445705	2446967	+	1263	486
SCO2277	NC_003888.3	2446970	2447842	+	873	414
SCO2278	NC_003888.3	2447904	2448791	+	888	667
SCO2279	NC_003888.3	2448807	2449538	-	732	1198
SCO2280	NC_003888.3	2449644	2450291	-	648	202
SCO2281	NC_003888.3	2450354	2451040	-	687	171
SCO2282	NC_003888.3	2451048	2452028	-	981	263
SCO2283	NC_003888.3	2452574	2453629	-	1056	173
SCO2284	NC_003888.3	2453707	2454993	-	1287	445
SCO2285	NC_003888.3	2455103	2456158	+	1056	197
SCO2286	NC_003888.3	2456145	2457821	-	1677	50
SCO2287	NC_003888.3	2457954	2458745	+	792	697
SCO2288	NC_003888.3	2459004	2459330	-	327	3000
SCO2289	NC_003888.3	2459484	2460026	+	543	898
SCO2290	NC_003888.3	2460057	2460398	+	342	372
SCO2291	NC_003888.3	2460463	2461470	-	1008	114
SCO2292	NC_003888.3	2461505	2462512	-	1008	99
SCOs01	NC_003888.3	2462887	2463312	-	426	81095
SCO2293	NC_003888.3	2463222	2464202	-	981	22
SCO2294	NC_003888.3	2464222	2465058	-	837	26
SCO2295	NC_003888.3	2465169	2465930	+	762	81
SCO2296	NC_003888.3	2465927	2466541	+	615	44
SCO2297	NC_003888.3	2466581	2467363	+	783	255
SCO2298	NC_003888.3	2467437	2468096	+	660	740
SCO2299	NC_003888.3	2468071	2469564	-	1494	1257
SCO2300	NC_003888.3	2469576	2470166	-	591	1023
SCO2301	NC_003888.3	2470316	2471173	-	858	803
SCO2302	NC_003888.3	2471382	2472650	+	1269	1965
SCO2303	NC_003888.3	2472748	2472915	+	168	1118
SCO2304	NC_003888.3	2473023	2474024	-	1002	322
SCO2305	NC_003888.3	2474063	2474989	+	927	66
SCO2306	NC_003888.3	2474986	2475702	+	717	31
SCO2307	NC_003888.3	2475740	2476969	+	1230	249
SCO2308	NC_003888.3	2477055	2477687	+	633	229
SCO2309	NC_003888.3	2478172	2479641	-	1470	643
SCO2310	NC_003888.3	2479917	2481674	+	1758	123
SCO2311	NC_003888.3	2481918	2483546	+	1629	10440
SCO2312	NC_003888.3	2483562	2484278	+	717	1492
SCO2313	NC_003888.3	2484289	2485299	+	1011	875
SCO2314	NC_003888.3	2485458	2486327	+	870	2038
SCO2315	NC_003888.3	2486429	2486722	+	294	62
SCO2316	NC_003888.3	2486736	2487833	-	1098	376
SCO2317	NC_003888.3	2487830	2488564	-	735	261
SCO2318	NC_003888.3	2488558	2490054	-	1497	510
SCO2319	NC_003888.3	2490169	2490921	+	753	352
SCO2320	NC_003888.3	2490934	2491818	-	885	341
SCO2321	NC_003888.3	2491926	2493185	+	1260	1057
SCO2322	NC_003888.3	2493182	2493844	+	663	328
SCO2323	NC_003888.3	2493924	2495063	+	1140	139
SCO2324	NC_003888.3	2495060	2496751	+	1692	216
SCO2325	NC_003888.3	2496748	2497599	+	852	60
SCO2326	NC_003888.3	2497804	2498268	+	465	226
SCO2327	NC_003888.3	2498289	2498675	-	387	84
SCO2328	NC_003888.3	2498914	2499570	+	657	155
SCO2329	NC_003888.3	2499573	2500535	-	963	158
SCO2330	NC_003888.3	2500697	2501287	+	591	256
SCO2331	NC_003888.3	2501284	2501697	-	414	241
SCO2332	NC_003888.3	2501757	2502536	+	780	69
SCO2333	NC_003888.3	2502545	2502709	+	165	14
SCO2334	NC_003888.3	2502808	2504463	+	1656	82
SCO2335	NC_003888.3	2504417	2506702	-	2286	961
SCO2336	NC_003888.3	2506906	2508294	+	1389	56
SCO2337	NC_003888.3	2508324	2508884	+	561	465
SCO2338	NC_003888.3	2508881	2509552	+	672	932
SCO2339	NC_003888.3	2509609	2510091	-	483	493
SCO2340	NC_003888.3	2510090	2510497	+	408	638
SCO2341	NC_003888.3	2510508	2511071	-	564	393
SCO2342	NC_003888.3	2511076	2511747	-	672	109
SCO2343	NC_003888.3	2511913	2512446	+	534	342
SCO2344	NC_003888.3	2512483	2514552	-	2070	1047
SCO2345	NC_003888.3	2514601	2515959	+	1359	735
SCO2346	NC_003888.3	2515998	2516663	-	666	102
SCO2347	NC_003888.3	2516812	2517393	-	582	86
SCO2348	NC_003888.3	2517893	2518537	+	645	25
SCO2349	NC_003888.3	2518626	2520308	+	1683	696
SCO2350	NC_003888.3	2520564	2521025	+	462	159
SCO2351	NC_003888.3	2521200	2521838	+	639	857
SCO2352	NC_003888.3	2521928	2522161	-	234	362
SCO2353	NC_003888.3	2522166	2522807	-	642	886
SCO2354	NC_003888.3	2522814	2523149	+	336	118
SCOt10	NC_003888.3	2523200	2523274	-	75	10
SCO2355	NC_003888.3	2523500	2524270	+	771	39
SCO2356	NC_003888.3	2524342	2525745	+	1404	827
SCO2357	NC_003888.3	2525802	2526020	+	219	544
SCO2358	NC_003888.3	2526064	2526702	-	639	556
SCO2359	NC_003888.3	2526699	2527817	-	1119	739
SCO2360	NC_003888.3	2527923	2528804	+	882	156
SCO2361	NC_003888.3	2528722	2529534	-	813	135
SCO2362	NC_003888.3	2529534	2532053	-	2520	356
SCO2363	NC_003888.3	2532132	2533298	-	1167	365
SCO2364	NC_003888.3	2533506	2534501	+	996	966
SCO2365	NC_003888.3	2534532	2535269	-	738	474
SCO2366	NC_003888.3	2535421	2536563	-	1143	2414
SCO2367	NC_003888.3	2536613	2537188	-	576	1332
SCO2368	NC_003888.3	2537340	2537915	-	576	5238
SCO2369	NC_003888.3	2538097	2538555	-	459	1890
SCO2370	NC_003888.3	2538717	2539196	-	480	6402
SCO2371	NC_003888.3	2539576	2542332	+	2757	6963
SCO2372	NC_003888.3	2542460	2542768	-	309	476
SCO2373	NC_003888.3	2543007	2544617	-	1611	1377
SCO2374	NC_003888.3	2544733	2545416	+	684	152
SCO2375	NC_003888.3	2545471	2546691	+	1221	604
SCO2376	NC_003888.3	2546758	2547645	+	888	261
SCO2377	NC_003888.3	2547771	2548787	-	1017	214
SCO2378	NC_003888.3	2548784	2549374	-	591	125
SCO2379	NC_003888.3	2549404	2549871	+	468	287
SCO2380	NC_003888.3	2549891	2550712	+	822	491
SCO2381	NC_003888.3	2550901	2551737	+	837	514
SCO2382	NC_003888.3	2551706	2551903	+	198	682
SCO2383	NC_003888.3	2552256	2556893	+	4638	832
SCO2384	NC_003888.3	2556886	2557305	+	420	469
SCO2385	NC_003888.3	2557326	2557982	-	657	272
SCO2386	NC_003888.3	2558045	2559250	+	1206	397
SCO2387	NC_003888.3	2559340	2560290	+	951	3155
SCO2388	NC_003888.3	2560307	2561338	+	1032	3214
SCO2389	NC_003888.3	2561443	2561691	+	249	3104
SCO2390	NC_003888.3	2561801	2563090	+	1290	5273
SCO2391	NC_003888.3	2563192	2563686	-	495	2404
SCO2392	NC_003888.3	2563944	2564861	+	918	231
SCO2393	NC_003888.3	2564900	2565871	+	972	407
SCO2394	NC_003888.3	2566207	2567460	+	1254	301
SCO2395	NC_003888.3	2567432	2568256	-	825	752
SCO2396	NC_003888.3	2568352	2568771	-	420	554
SCO2397	NC_003888.3	2568888	2569982	-	1095	1379
SCO2398	NC_003888.3	2570030	2570485	+	456	104
SCO2399	NC_003888.3	2570546	2571427	+	882	73
SCO2400	NC_003888.3	2571440	2572189	-	750	145
SCO2401	NC_003888.3	2572404	2573570	+	1167	121
SCO2402	NC_003888.3	2573567	2574583	+	1017	51
SCO2403	NC_003888.3	2574719	2575690	+	972	49
SCO2404	NC_003888.3	2575786	2576895	+	1110	485
SCO2405	NC_003888.3	2576928	2578505	+	1578	512
SCO2406	NC_003888.3	2578502	2579746	+	1245	367
SCO2407	NC_003888.3	2579862	2580962	+	1101	422
SCO2408	NC_003888.3	2581080	2582705	+	1626	530
SCO2409	NC_003888.3	2582733	2583998	-	1266	129
SCO2410	NC_003888.3	2584078	2584839	-	762	27
SCO2411	NC_003888.3	2584886	2585440	-	555	17
SCO2412	NC_003888.3	2585467	2586126	-	660	22
SCO2413	NC_003888.3	2586123	2586635	-	513	4
SCO2414	NC_003888.3	2586632	2587933	-	1302	20
SCO2415	NC_003888.3	2587930	2589171	-	1242	37
SCO2416	NC_003888.3	2589168	2590181	-	1014	18
SCO2417	NC_003888.3	2590178	2591233	-	1056	12
SCO2418	NC_003888.3	2591230	2592294	-	1065	14
SCO2419	NC_003888.3	2592291	2593547	-	1257	47
SCO2420	NC_003888.3	2593549	2594355	-	807	43
SCO2421	NC_003888.3	2594362	2595126	-	765	26
SCO2422	NC_003888.3	2595123	2596154	-	1032	39
SCO2423	NC_003888.3	2596787	2597419	+	633	30
SCO2424	NC_003888.3	2597556	2599157	+	1602	82
SCO2425	NC_003888.3	2599192	2600133	+	942	25
SCO2426	NC_003888.3	2600318	2601529	+	1212	121
SCO2427	NC_003888.3	2601569	2602537	-	969	56
SCO2428	NC_003888.3	2602879	2604447	+	1569	25
SCO2429	NC_003888.3	2604477	2605133	-	657	14
SCO2430	NC_003888.3	2605550	2608351	+	2802	730
SCO2431	NC_003888.3	2608364	2609869	-	1506	68
SCO2432	NC_003888.3	2609897	2610760	-	864	164
SCO2433	NC_003888.3	2610757	2611698	-	942	76
SCO2434	NC_003888.3	2611695	2613053	-	1359	33
SCO2435	NC_003888.3	2613322	2613849	+	528	284
SCO2436	NC_003888.3	2613846	2615030	+	1185	299
SCO2437	NC_003888.3	2615125	2616336	+	1212	266
SCO2438	NC_003888.3	2616326	2617732	+	1407	549
SCO2439	NC_003888.3	2617790	2618650	-	861	966
SCO2440	NC_003888.3	2618647	2619420	-	774	463
SCO2441	NC_003888.3	2619547	2620149	+	603	146
SCO2442	NC_003888.3	2620174	2620881	-	708	230
SCO2443	NC_003888.3	2621091	2622488	+	1398	40
SCO2444	NC_003888.3	2622576	2624033	+	1458	285
SCO2445	NC_003888.3	2624026	2625402	+	1377	190
SCO2446	NC_003888.3	2625671	2629333	-	3663	379
SCO2447	NC_003888.3	2629512	2629973	+	462	761
SCO2448	NC_003888.3	2629970	2631634	+	1665	2035
SCO2449	NC_003888.3	2631773	2632795	+	1023	251
SCO2450	NC_003888.3	2632795	2636844	+	4050	676
SCO2451	NC_003888.3	2637014	2638096	+	1083	5730
SCO2452	NC_003888.3	2638132	2639559	+	1428	2157
SCO2453	NC_003888.3	2639574	2639792	+	219	178
SCO2454	NC_003888.3	2640001	2642232	+	2232	265
SCO2455	NC_003888.3	2642344	2643939	-	1596	113
SCO2456	NC_003888.3	2644019	2644459	-	441	77
SCO2457	NC_003888.3	2644511	2644906	-	396	72
SCO2458	NC_003888.3	2644903	2645421	-	519	133
SCO2459	NC_003888.3	2645538	2646071	+	534	90
SCO2460	NC_003888.3	2646222	2646650	-	429	124
SCOt11	NC_003888.3	2646860	2646933	-	74	42
SCOt12	NC_003888.3	2647132	2647204	-	73	26
SCOt13	NC_003888.3	2647210	2647282	-	73	55
SCO2461	NC_003888.3	2647411	2647737	+	327	1877
SCO2462	NC_003888.3	2647782	2649230	+	1449	2563
SCO2463	NC_003888.3	2649370	2651103	+	1734	1567
SCO2464	NC_003888.3	2651103	2653031	+	1929	952
SCO2465	NC_003888.3	2653137	2654327	-	1191	304
SCO2466	NC_003888.3	2654512	2655117	+	606	196
SCO2467	NC_003888.3	2655114	2656115	+	1002	142
SCO2468	NC_003888.3	2656131	2658056	-	1926	880
SCO2469	NC_003888.3	2658086	2659351	-	1266	880
SCO2470	NC_003888.3	2659480	2660754	-	1275	249
SCO2471	NC_003888.3	2660813	2661637	-	825	13
SCO2472	NC_003888.3	2661818	2662504	+	687	88
SCO2473	NC_003888.3	2662608	2665067	+	2460	32
SCO2474	NC_003888.3	2665196	2666839	+	1644	10
SCO2475	NC_003888.3	2666940	2667869	+	930	310
SCO2476	NC_003888.3	2667818	2668561	-	744	131
SCO2477	NC_003888.3	2668624	2669391	-	768	107
SCO2478	NC_003888.3	2669524	2670111	-	588	46
SCO2479	NC_003888.3	2670321	2670863	+	543	2084
SCO2480	NC_003888.3	2670982	2671614	+	633	1100
SCO2481	NC_003888.3	2671552	2671941	-	390	215
SCO2482	NC_003888.3	2672049	2672984	+	936	101
SCO2483	NC_003888.3	2673003	2673713	+	711	108
SCO2484	NC_003888.3	2673743	2675029	+	1287	221
SCO2485	NC_003888.3	2675087	2675869	-	783	50
SCO2486	NC_003888.3	2676046	2677278	+	1233	26
SCO2487	NC_003888.3	2677278	2679893	+	2616	29
SCO2488	NC_003888.3	2679896	2680291	+	396	11
SCO2489	NC_003888.3	2680340	2680924	+	585	129
SCO2490	NC_003888.3	2681005	2681772	+	768	127
SCO2491	NC_003888.3	2681817	2682749	-	933	382
SCO2492	NC_003888.3	2682933	2683406	+	474	879
SCO2493	NC_003888.3	2683469	2684677	-	1209	390
SCO2494	NC_003888.3	2684904	2687633	-	2730	1217
SCO2495	NC_003888.3	2688116	2689894	+	1779	799
SCO2496	NC_003888.3	2690016	2690456	+	441	258
SCO2497	NC_003888.3	2690476	2691696	-	1221	651
SCO2498	NC_003888.3	2691805	2693250	+	1446	275
SCO2499	NC_003888.3	2693290	2697708	-	4419	5178
SCO2500	NC_003888.3	2697734	2698408	+	675	4269
SCO2501	NC_003888.3	2698679	2699575	-	897	507
SCO2502	NC_003888.3	2699686	2701119	+	1434	27
